graph_id,graph_node,connection_data
4544,8,"[(0, 4), (0, 5), (0, 6), (0, 7), (1, 4), (1, 5), (1, 6), (1, 7), (2, 4), (2, 5), (2, 6), (2, 7), (3, 6), (3, 7), (4, 5), (4, 6), (4, 7), (5, 6), (5, 7), (6, 7)]"
4545,8,"[(0, 4), (0, 5), (0, 6), (0, 7), (1, 4), (1, 5), (1, 6), (2, 4), (2, 5), (2, 6), (3, 5), (3, 6), (3, 7), (4, 7), (5, 7), (6, 7)]"
4546,8,"[(0, 4), (0, 5), (0, 6), (0, 7), (1, 4), (1, 5), (1, 6), (1, 7), (2, 4), (2, 5), (2, 6), (3, 5), (3, 6), (4, 7), (5, 7), (6, 7)]"
4547,8,"[(0, 4), (0, 5), (0, 6), (0, 7), (1, 4), (1, 5), (1, 6), (1, 7), (2, 4), (2, 5), (2, 6), (3, 5), (3, 6), (3, 7), (5, 7), (6, 7)]"
4548,8,"[(0, 4), (0, 5), (0, 6), (0, 7), (1, 4), (1, 5), (1, 6), (1, 7), (2, 4), (2, 5), (2, 6), (3, 5), (3, 6), (3, 7), (4, 7), (5, 7), (6, 7)]"
4549,8,"[(0, 4), (0, 5), (0, 6), (0, 7), (1, 4), (1, 5), (1, 6), (1, 7), (2, 4), (2, 5), (2, 6), (2, 7), (3, 5), (3, 6), (5, 7), (6, 7)]"
4550,8,"[(0, 4), (0, 5), (0, 6), (0, 7), (1, 4), (1, 5), (1, 6), (1, 7), (2, 4), (2, 5), (2, 6), (2, 7), (3, 5), (3, 6), (4, 7), (5, 7), (6, 7)]"
4551,8,"[(0, 4), (0, 5), (0, 6), (0, 7), (1, 4), (1, 5), (1, 6), (1, 7), (2, 4), (2, 5), (2, 6), (2, 7), (3, 5), (3, 6), (3, 7)]"
4552,8,"[(0, 4), (0, 5), (0, 6), (0, 7), (1, 4), (1, 5), (1, 6), (1, 7), (2, 4), (2, 5), (2, 6), (2, 7), (3, 5), (3, 6), (3, 7), (5, 7)]"
4553,8,"[(0, 4), (0, 5), (0, 6), (0, 7), (1, 4), (1, 5), (1, 6), (1, 7), (2, 4), (2, 5), (2, 6), (2, 7), (3, 5), (3, 6), (3, 7), (5, 7), (6, 7)]"
4554,8,"[(0, 4), (0, 5), (0, 6), (0, 7), (1, 4), (1, 5), (1, 6), (1, 7), (2, 4), (2, 5), (2, 6), (2, 7), (3, 5), (3, 6), (3, 7), (4, 7)]"
4555,8,"[(0, 4), (0, 5), (0, 6), (0, 7), (1, 4), (1, 5), (1, 6), (1, 7), (2, 4), (2, 5), (2, 6), (2, 7), (3, 5), (3, 6), (3, 7), (4, 7), (5, 7)]"
4556,8,"[(0, 4), (0, 5), (0, 6), (0, 7), (1, 4), (1, 5), (1, 6), (1, 7), (2, 4), (2, 5), (2, 6), (2, 7), (3, 5), (3, 6), (3, 7), (4, 7), (5, 7), (6, 7)]"
4557,8,"[(0, 4), (0, 5), (0, 6), (0, 7), (1, 4), (1, 5), (1, 6), (1, 7), (2, 4), (2, 5), (2, 6), (2, 7), (3, 5), (3, 6), (3, 7), (5, 6), (5, 7), (6, 7)]"
4558,8,"[(0, 4), (0, 5), (0, 6), (0, 7), (1, 4), (1, 5), (1, 6), (1, 7), (2, 4), (2, 5), (2, 6), (2, 7), (3, 5), (3, 6), (3, 7), (4, 7), (5, 6), (5, 7), (6, 7)]"
4559,8,"[(0, 4), (0, 5), (0, 6), (0, 7), (1, 4), (1, 5), (1, 6), (1, 7), (2, 4), (2, 5), (2, 6), (3, 5), (3, 6), (3, 7), (4, 6), (4, 7), (5, 7)]"
4560,8,"[(0, 4), (0, 5), (0, 6), (0, 7), (1, 4), (1, 5), (1, 6), (1, 7), (2, 4), (2, 5), (2, 6), (2, 7), (3, 5), (3, 6), (4, 6), (4, 7), (5, 7)]"
4561,8,"[(0, 4), (0, 5), (0, 6), (0, 7), (1, 4), (1, 5), (1, 6), (1, 7), (2, 4), (2, 5), (2, 6), (2, 7), (3, 5), (3, 6), (3, 7), (4, 6), (5, 7)]"
4562,8,"[(0, 4), (0, 5), (0, 6), (0, 7), (1, 4), (1, 5), (1, 6), (1, 7), (2, 4), (2, 5), (2, 6), (2, 7), (3, 5), (3, 6), (3, 7), (4, 6), (5, 7), (6, 7)]"
4563,8,"[(0, 4), (0, 5), (0, 6), (0, 7), (1, 4), (1, 5), (1, 6), (1, 7), (2, 4), (2, 5), (2, 6), (2, 7), (3, 5), (3, 6), (3, 7), (4, 6), (4, 7), (6, 7)]"
4564,8,"[(0, 4), (0, 5), (0, 6), (0, 7), (1, 4), (1, 5), (1, 6), (1, 7), (2, 4), (2, 5), (2, 6), (2, 7), (3, 5), (3, 6), (3, 7), (4, 6), (4, 7), (5, 7)]"
4565,8,"[(0, 4), (0, 5), (0, 6), (0, 7), (1, 4), (1, 5), (1, 6), (1, 7), (2, 4), (2, 5), (2, 6), (2, 7), (3, 5), (3, 6), (3, 7), (4, 6), (4, 7), (5, 7), (6, 7)]"
4566,8,"[(0, 4), (0, 5), (0, 6), (0, 7), (1, 4), (1, 5), (1, 6), (1, 7), (2, 4), (2, 5), (2, 6), (2, 7), (3, 5), (3, 6), (3, 7), (4, 6), (4, 7), (5, 6), (5, 7), (6, 7)]"
4567,8,"[(0, 4), (0, 5), (0, 6), (0, 7), (1, 4), (1, 5), (1, 6), (1, 7), (2, 4), (2, 5), (2, 6), (3, 5), (3, 6), (3, 7), (4, 5), (4, 6), (4, 7), (5, 7), (6, 7)]"
4568,8,"[(0, 4), (0, 5), (0, 6), (0, 7), (1, 4), (1, 5), (1, 6), (1, 7), (2, 4), (2, 5), (2, 6), (2, 7), (3, 5), (3, 6), (4, 5), (4, 6), (4, 7), (5, 7), (6, 7)]"
4569,8,"[(0, 4), (0, 5), (0, 6), (0, 7), (1, 4), (1, 5), (1, 6), (1, 7), (2, 4), (2, 5), (2, 6), (2, 7), (3, 5), (3, 6), (3, 7), (4, 5), (4, 6), (5, 7), (6, 7)]"
4570,8,"[(0, 4), (0, 5), (0, 6), (0, 7), (1, 4), (1, 5), (1, 6), (1, 7), (2, 4), (2, 5), (2, 6), (2, 7), (3, 5), (3, 6), (3, 7), (4, 5), (4, 6), (4, 7), (5, 7)]"
4571,8,"[(0, 4), (0, 5), (0, 6), (0, 7), (1, 4), (1, 5), (1, 6), (1, 7), (2, 4), (2, 5), (2, 6), (2, 7), (3, 5), (3, 6), (3, 7), (4, 5), (4, 6), (4, 7), (5, 7), (6, 7)]"
4572,8,"[(0, 4), (0, 5), (0, 6), (0, 7), (1, 4), (1, 5), (1, 6), (1, 7), (2, 4), (2, 5), (2, 6), (2, 7), (3, 5), (3, 6), (3, 7), (4, 5), (4, 6), (4, 7), (5, 6), (5, 7), (6, 7)]"
4573,8,"[(0, 4), (0, 5), (0, 6), (0, 7), (1, 4), (1, 5), (1, 6), (1, 7), (2, 4), (2, 5), (2, 6), (3, 4), (3, 5), (3, 6), (4, 7), (5, 7), (6, 7)]"
4574,8,"[(0, 4), (0, 5), (0, 6), (0, 7), (1, 4), (1, 5), (1, 6), (1, 7), (2, 4), (2, 5), (2, 6), (2, 7), (3, 4), (3, 5), (3, 6), (4, 7), (5, 7)]"
4575,8,"[(0, 4), (0, 5), (0, 6), (0, 7), (1, 4), (1, 5), (1, 6), (1, 7), (2, 4), (2, 5), (2, 6), (2, 7), (3, 4), (3, 5), (3, 6), (4, 7), (5, 7), (6, 7)]"
4576,8,"[(0, 4), (0, 5), (0, 6), (0, 7), (1, 4), (1, 5), (1, 6), (1, 7), (2, 4), (2, 5), (2, 6), (2, 7), (3, 4), (3, 5), (3, 6), (3, 7)]"
4577,8,"[(0, 4), (0, 5), (0, 6), (0, 7), (1, 4), (1, 5), (1, 6), (1, 7), (2, 4), (2, 5), (2, 6), (2, 7), (3, 4), (3, 5), (3, 6), (3, 7), (4, 7)]"
4578,8,"[(0, 4), (0, 5), (0, 6), (0, 7), (1, 4), (1, 5), (1, 6), (1, 7), (2, 4), (2, 5), (2, 6), (2, 7), (3, 4), (3, 5), (3, 6), (3, 7), (4, 7), (5, 7)]"
4579,8,"[(0, 4), (0, 5), (0, 6), (0, 7), (1, 4), (1, 5), (1, 6), (1, 7), (2, 4), (2, 5), (2, 6), (2, 7), (3, 4), (3, 5), (3, 6), (3, 7), (4, 7), (5, 7), (6, 7)]"
4580,8,"[(0, 4), (0, 5), (0, 6), (0, 7), (1, 4), (1, 5), (1, 6), (1, 7), (2, 4), (2, 5), (2, 6), (2, 7), (3, 4), (3, 5), (3, 6), (3, 7), (4, 6), (5, 7)]"
4581,8,"[(0, 4), (0, 5), (0, 6), (0, 7), (1, 4), (1, 5), (1, 6), (1, 7), (2, 4), (2, 5), (2, 6), (2, 7), (3, 4), (3, 5), (3, 6), (3, 7), (4, 6), (4, 7), (6, 7)]"
4582,8,"[(0, 4), (0, 5), (0, 6), (0, 7), (1, 4), (1, 5), (1, 6), (1, 7), (2, 4), (2, 5), (2, 6), (2, 7), (3, 4), (3, 5), (3, 6), (3, 7), (4, 6), (4, 7), (5, 7)]"
4583,8,"[(0, 4), (0, 5), (0, 6), (0, 7), (1, 4), (1, 5), (1, 6), (1, 7), (2, 4), (2, 5), (2, 6), (2, 7), (3, 4), (3, 5), (3, 6), (3, 7), (4, 6), (4, 7), (5, 7), (6, 7)]"
4584,8,"[(0, 4), (0, 5), (0, 6), (0, 7), (1, 4), (1, 5), (1, 6), (1, 7), (2, 4), (2, 5), (2, 6), (2, 7), (3, 4), (3, 5), (3, 6), (3, 7), (4, 6), (4, 7), (5, 6), (5, 7)]"
4585,8,"[(0, 4), (0, 5), (0, 6), (0, 7), (1, 4), (1, 5), (1, 6), (1, 7), (2, 4), (2, 5), (2, 6), (2, 7), (3, 4), (3, 5), (3, 6), (3, 7), (4, 6), (4, 7), (5, 6), (5, 7), (6, 7)]"
4586,8,"[(0, 4), (0, 5), (0, 6), (0, 7), (1, 4), (1, 5), (1, 6), (1, 7), (2, 4), (2, 5), (2, 6), (2, 7), (3, 4), (3, 5), (3, 6), (3, 7), (4, 5), (4, 6), (4, 7), (5, 6), (5, 7), (6, 7)]"
4587,8,"[(0, 3), (0, 6), (0, 7), (1, 4), (1, 7), (2, 5), (2, 7), (3, 6), (4, 7)]"
4588,8,"[(0, 3), (0, 6), (0, 7), (1, 4), (1, 7), (2, 5), (2, 7), (3, 6), (4, 7), (5, 7)]"
4589,8,"[(0, 3), (0, 6), (0, 7), (1, 4), (1, 7), (2, 5), (2, 7), (3, 6), (3, 7)]"
4590,8,"[(0, 3), (0, 6), (0, 7), (1, 4), (1, 7), (2, 5), (2, 7), (3, 6), (3, 7), (6, 7)]"
4591,8,"[(0, 3), (0, 6), (0, 7), (1, 4), (1, 7), (2, 5), (2, 7), (3, 6), (3, 7), (4, 7)]"
4592,8,"[(0, 3), (0, 6), (0, 7), (1, 4), (1, 7), (2, 5), (2, 7), (3, 6), (3, 7), (4, 7), (6, 7)]"
4593,8,"[(0, 3), (0, 6), (0, 7), (1, 4), (1, 7), (2, 5), (2, 7), (3, 6), (3, 7), (4, 7), (5, 7)]"
4594,8,"[(0, 3), (0, 6), (0, 7), (1, 4), (1, 7), (2, 5), (2, 7), (3, 6), (3, 7), (4, 7), (5, 7), (6, 7)]"
4595,8,"[(0, 3), (0, 6), (1, 4), (1, 6), (2, 5), (2, 7), (3, 6), (4, 7), (5, 7)]"
4596,8,"[(0, 3), (0, 6), (1, 4), (1, 6), (2, 5), (2, 7), (3, 6), (4, 7), (5, 7), (6, 7)]"
4597,8,"[(0, 3), (0, 6), (1, 4), (1, 6), (1, 7), (2, 5), (2, 7), (3, 6), (5, 7), (6, 7)]"
4598,8,"[(0, 3), (0, 6), (1, 4), (1, 6), (1, 7), (2, 5), (2, 7), (3, 6), (4, 7), (5, 7)]"
4599,8,"[(0, 3), (0, 6), (1, 4), (1, 6), (1, 7), (2, 5), (2, 7), (3, 6), (4, 7), (5, 7), (6, 7)]"
4600,8,"[(0, 3), (0, 6), (0, 7), (1, 4), (1, 6), (2, 5), (2, 7), (3, 6), (5, 7), (6, 7)]"
4601,8,"[(0, 3), (0, 6), (0, 7), (1, 4), (1, 6), (2, 5), (2, 7), (3, 6), (4, 7), (5, 7)]"
4602,8,"[(0, 3), (0, 6), (0, 7), (1, 4), (1, 6), (2, 5), (2, 7), (3, 6), (4, 7), (5, 7), (6, 7)]"
4603,8,"[(0, 3), (0, 6), (0, 7), (1, 4), (1, 6), (2, 5), (2, 7), (3, 6), (3, 7), (6, 7)]"
4604,8,"[(0, 3), (0, 6), (0, 7), (1, 4), (1, 6), (2, 5), (2, 7), (3, 6), (3, 7), (5, 7)]"
4605,8,"[(0, 3), (0, 6), (0, 7), (1, 4), (1, 6), (2, 5), (2, 7), (3, 6), (3, 7), (5, 7), (6, 7)]"
4606,8,"[(0, 3), (0, 6), (0, 7), (1, 4), (1, 6), (2, 5), (2, 7), (3, 6), (3, 7), (4, 7)]"
4607,8,"[(0, 3), (0, 6), (0, 7), (1, 4), (1, 6), (2, 5), (2, 7), (3, 6), (3, 7), (4, 7), (6, 7)]"
4608,8,"[(0, 3), (0, 6), (0, 7), (1, 4), (1, 6), (2, 5), (2, 7), (3, 6), (3, 7), (4, 7), (5, 7)]"
4609,8,"[(0, 3), (0, 6), (0, 7), (1, 4), (1, 6), (2, 5), (2, 7), (3, 6), (3, 7), (4, 7), (5, 7), (6, 7)]"
4610,8,"[(0, 3), (0, 6), (0, 7), (1, 4), (1, 6), (1, 7), (2, 5), (2, 7), (3, 6)]"
4611,8,"[(0, 3), (0, 6), (0, 7), (1, 4), (1, 6), (1, 7), (2, 5), (2, 7), (3, 6), (6, 7)]"
4612,8,"[(0, 3), (0, 6), (0, 7), (1, 4), (1, 6), (1, 7), (2, 5), (2, 7), (3, 6), (5, 7)]"
4613,8,"[(0, 3), (0, 6), (0, 7), (1, 4), (1, 6), (1, 7), (2, 5), (2, 7), (3, 6), (5, 7), (6, 7)]"
4614,8,"[(0, 3), (0, 6), (0, 7), (1, 4), (1, 6), (1, 7), (2, 5), (2, 7), (3, 6), (4, 7)]"
4615,8,"[(0, 3), (0, 6), (0, 7), (1, 4), (1, 6), (1, 7), (2, 5), (2, 7), (3, 6), (4, 7), (6, 7)]"
4616,8,"[(0, 3), (0, 6), (0, 7), (1, 4), (1, 6), (1, 7), (2, 5), (2, 7), (3, 6), (4, 7), (5, 7)]"
4617,8,"[(0, 3), (0, 6), (0, 7), (1, 4), (1, 6), (1, 7), (2, 5), (2, 7), (3, 6), (4, 7), (5, 7), (6, 7)]"
4618,8,"[(0, 3), (0, 6), (0, 7), (1, 4), (1, 6), (1, 7), (2, 5), (2, 7), (3, 6), (3, 7)]"
4619,8,"[(0, 3), (0, 6), (0, 7), (1, 4), (1, 6), (1, 7), (2, 5), (2, 7), (3, 6), (3, 7), (6, 7)]"
4620,8,"[(0, 3), (0, 6), (0, 7), (1, 4), (1, 6), (1, 7), (2, 5), (2, 7), (3, 6), (3, 7), (5, 7)]"
4621,8,"[(0, 3), (0, 6), (0, 7), (1, 4), (1, 6), (1, 7), (2, 5), (2, 7), (3, 6), (3, 7), (5, 7), (6, 7)]"
4622,8,"[(0, 3), (0, 6), (0, 7), (1, 4), (1, 6), (1, 7), (2, 5), (2, 7), (3, 6), (3, 7), (4, 7)]"
4623,8,"[(0, 3), (0, 6), (0, 7), (1, 4), (1, 6), (1, 7), (2, 5), (2, 7), (3, 6), (3, 7), (4, 7), (6, 7)]"
4624,8,"[(0, 3), (0, 6), (0, 7), (1, 4), (1, 6), (1, 7), (2, 5), (2, 7), (3, 6), (3, 7), (4, 7), (5, 7)]"
4625,8,"[(0, 3), (0, 6), (0, 7), (1, 4), (1, 6), (1, 7), (2, 5), (2, 7), (3, 6), (3, 7), (4, 7), (5, 7), (6, 7)]"
4626,8,"[(0, 3), (0, 6), (0, 7), (1, 4), (1, 6), (2, 5), (2, 7), (3, 6), (3, 7), (4, 6), (5, 7)]"
4627,8,"[(0, 3), (0, 6), (0, 7), (1, 4), (1, 6), (2, 5), (2, 7), (3, 6), (3, 7), (4, 6), (5, 7), (6, 7)]"
4628,8,"[(0, 3), (0, 6), (0, 7), (1, 4), (1, 6), (1, 7), (2, 5), (2, 7), (3, 6), (3, 7), (4, 6), (5, 7)]"
4629,8,"[(0, 3), (0, 6), (0, 7), (1, 4), (1, 6), (1, 7), (2, 5), (2, 7), (3, 6), (3, 7), (4, 6), (5, 7), (6, 7)]"
4630,8,"[(0, 3), (0, 6), (0, 7), (1, 4), (1, 6), (1, 7), (2, 5), (2, 7), (3, 6), (3, 7), (4, 6), (4, 7)]"
4631,8,"[(0, 3), (0, 6), (0, 7), (1, 4), (1, 6), (1, 7), (2, 5), (2, 7), (3, 6), (3, 7), (4, 6), (4, 7), (6, 7)]"
4632,8,"[(0, 3), (0, 6), (0, 7), (1, 4), (1, 6), (1, 7), (2, 5), (2, 7), (3, 6), (3, 7), (4, 6), (4, 7), (5, 7)]"
4633,8,"[(0, 3), (0, 6), (0, 7), (1, 4), (1, 6), (1, 7), (2, 5), (2, 7), (3, 6), (3, 7), (4, 6), (4, 7), (5, 7), (6, 7)]"
4634,8,"[(0, 3), (0, 6), (1, 4), (1, 6), (2, 5), (2, 6), (3, 7), (4, 7), (5, 7)]"
4635,8,"[(0, 3), (0, 6), (1, 4), (1, 6), (2, 5), (2, 6), (3, 7), (4, 7), (5, 7), (6, 7)]"
4636,8,"[(0, 3), (0, 6), (1, 4), (1, 6), (2, 5), (2, 6), (2, 7), (3, 7), (4, 7), (6, 7)]"
4637,8,"[(0, 3), (0, 6), (1, 4), (1, 6), (1, 7), (2, 5), (2, 6), (2, 7), (3, 7)]"
4638,8,"[(0, 3), (0, 6), (1, 4), (1, 6), (1, 7), (2, 5), (2, 6), (2, 7), (3, 7), (6, 7)]"
4639,8,"[(0, 3), (0, 6), (0, 7), (1, 4), (1, 6), (2, 5), (2, 6), (3, 7), (4, 7), (6, 7)]"
4640,8,"[(0, 3), (0, 6), (0, 7), (1, 4), (1, 6), (2, 5), (2, 6), (3, 7), (4, 7), (5, 7)]"
4641,8,"[(0, 3), (0, 6), (0, 7), (1, 4), (1, 6), (2, 5), (2, 6), (3, 7), (4, 7), (5, 7), (6, 7)]"
4642,8,"[(0, 3), (0, 6), (0, 7), (1, 4), (1, 6), (2, 5), (2, 6), (2, 7), (3, 7), (4, 7)]"
4643,8,"[(0, 3), (0, 6), (0, 7), (1, 4), (1, 6), (2, 5), (2, 6), (2, 7), (3, 7), (4, 7), (6, 7)]"
4644,8,"[(0, 3), (0, 6), (0, 7), (1, 4), (1, 6), (1, 7), (2, 5), (2, 6), (3, 7), (4, 7)]"
4645,8,"[(0, 3), (0, 6), (0, 7), (1, 4), (1, 6), (1, 7), (2, 5), (2, 6), (3, 7), (4, 7), (6, 7)]"
4646,8,"[(0, 3), (0, 6), (0, 7), (1, 4), (1, 6), (1, 7), (2, 5), (2, 6), (3, 7), (4, 7), (5, 7)]"
4647,8,"[(0, 3), (0, 6), (0, 7), (1, 4), (1, 6), (1, 7), (2, 5), (2, 6), (3, 7), (4, 7), (5, 7), (6, 7)]"
4648,8,"[(0, 3), (0, 6), (0, 7), (1, 4), (1, 6), (1, 7), (2, 5), (2, 6), (2, 7)]"
4649,8,"[(0, 3), (0, 6), (0, 7), (1, 4), (1, 6), (1, 7), (2, 5), (2, 6), (2, 7), (6, 7)]"
4650,8,"[(0, 3), (0, 6), (0, 7), (1, 4), (1, 6), (1, 7), (2, 5), (2, 6), (2, 7), (3, 7)]"
4651,8,"[(0, 3), (0, 6), (0, 7), (1, 4), (1, 6), (1, 7), (2, 5), (2, 6), (2, 7), (3, 7), (6, 7)]"
4652,8,"[(0, 3), (0, 6), (0, 7), (1, 4), (1, 6), (1, 7), (2, 5), (2, 6), (2, 7), (3, 7), (4, 7)]"
4653,8,"[(0, 3), (0, 6), (0, 7), (1, 4), (1, 6), (1, 7), (2, 5), (2, 6), (2, 7), (3, 7), (4, 7), (6, 7)]"
4654,8,"[(0, 3), (0, 6), (0, 7), (1, 4), (1, 6), (1, 7), (2, 5), (2, 6), (2, 7), (3, 7), (4, 7), (5, 7)]"
4655,8,"[(0, 3), (0, 6), (0, 7), (1, 4), (1, 6), (1, 7), (2, 5), (2, 6), (2, 7), (3, 7), (4, 7), (5, 7), (6, 7)]"
4656,8,"[(0, 3), (0, 6), (1, 4), (1, 6), (1, 7), (2, 5), (2, 6), (2, 7), (3, 6), (4, 7), (5, 7)]"
4657,8,"[(0, 3), (0, 6), (1, 4), (1, 6), (1, 7), (2, 5), (2, 6), (2, 7), (3, 6), (4, 7), (5, 7), (6, 7)]"
4658,8,"[(0, 3), (0, 6), (0, 7), (1, 4), (1, 6), (2, 5), (2, 6), (3, 6), (3, 7), (4, 7), (5, 7)]"
4659,8,"[(0, 3), (0, 6), (0, 7), (1, 4), (1, 6), (2, 5), (2, 6), (3, 6), (3, 7), (4, 7), (5, 7), (6, 7)]"
4660,8,"[(0, 3), (0, 6), (0, 7), (1, 4), (1, 6), (2, 5), (2, 6), (2, 7), (3, 6), (3, 7), (4, 7)]"
4661,8,"[(0, 3), (0, 6), (0, 7), (1, 4), (1, 6), (2, 5), (2, 6), (2, 7), (3, 6), (3, 7), (4, 7), (6, 7)]"
4662,8,"[(0, 3), (0, 6), (0, 7), (1, 4), (1, 6), (1, 7), (2, 5), (2, 6), (3, 6), (4, 7), (5, 7)]"
4663,8,"[(0, 3), (0, 6), (0, 7), (1, 4), (1, 6), (1, 7), (2, 5), (2, 6), (3, 6), (4, 7), (5, 7), (6, 7)]"
4664,8,"[(0, 3), (0, 6), (0, 7), (1, 4), (1, 6), (1, 7), (2, 5), (2, 6), (3, 6), (3, 7), (4, 7)]"
4665,8,"[(0, 3), (0, 6), (0, 7), (1, 4), (1, 6), (1, 7), (2, 5), (2, 6), (3, 6), (3, 7), (4, 7), (6, 7)]"
4666,8,"[(0, 3), (0, 6), (0, 7), (1, 4), (1, 6), (1, 7), (2, 5), (2, 6), (3, 6), (3, 7), (4, 7), (5, 7)]"
4667,8,"[(0, 3), (0, 6), (0, 7), (1, 4), (1, 6), (1, 7), (2, 5), (2, 6), (3, 6), (3, 7), (4, 7), (5, 7), (6, 7)]"
4668,8,"[(0, 3), (0, 6), (0, 7), (1, 4), (1, 6), (1, 7), (2, 5), (2, 6), (2, 7), (3, 6), (4, 7)]"
4669,8,"[(0, 3), (0, 6), (0, 7), (1, 4), (1, 6), (1, 7), (2, 5), (2, 6), (2, 7), (3, 6), (4, 7), (6, 7)]"
4670,8,"[(0, 3), (0, 6), (0, 7), (1, 4), (1, 6), (1, 7), (2, 5), (2, 6), (2, 7), (3, 6), (4, 7), (5, 7)]"
4671,8,"[(0, 3), (0, 6), (0, 7), (1, 4), (1, 6), (1, 7), (2, 5), (2, 6), (2, 7), (3, 6), (4, 7), (5, 7), (6, 7)]"
4672,8,"[(0, 3), (0, 6), (0, 7), (1, 4), (1, 6), (1, 7), (2, 5), (2, 6), (2, 7), (3, 6), (3, 7)]"
4673,8,"[(0, 3), (0, 6), (0, 7), (1, 4), (1, 6), (1, 7), (2, 5), (2, 6), (2, 7), (3, 6), (3, 7), (6, 7)]"
4674,8,"[(0, 3), (0, 6), (0, 7), (1, 4), (1, 6), (1, 7), (2, 5), (2, 6), (2, 7), (3, 6), (3, 7), (4, 7)]"
4675,8,"[(0, 3), (0, 6), (0, 7), (1, 4), (1, 6), (1, 7), (2, 5), (2, 6), (2, 7), (3, 6), (3, 7), (4, 7), (6, 7)]"
4676,8,"[(0, 3), (0, 6), (0, 7), (1, 4), (1, 6), (1, 7), (2, 5), (2, 6), (2, 7), (3, 6), (3, 7), (4, 7), (5, 7)]"
4677,8,"[(0, 3), (0, 6), (0, 7), (1, 4), (1, 6), (1, 7), (2, 5), (2, 6), (2, 7), (3, 6), (3, 7), (4, 7), (5, 7), (6, 7)]"
4678,8,"[(0, 3), (0, 6), (0, 7), (1, 4), (1, 6), (1, 7), (2, 5), (2, 6), (3, 6), (3, 7), (4, 6), (4, 7), (5, 7)]"
4679,8,"[(0, 3), (0, 6), (0, 7), (1, 4), (1, 6), (1, 7), (2, 5), (2, 6), (3, 6), (3, 7), (4, 6), (4, 7), (5, 7), (6, 7)]"
4680,8,"[(0, 3), (0, 6), (0, 7), (1, 4), (1, 6), (1, 7), (2, 5), (2, 6), (2, 7), (3, 6), (3, 7), (4, 6), (5, 7)]"
4681,8,"[(0, 3), (0, 6), (0, 7), (1, 4), (1, 6), (1, 7), (2, 5), (2, 6), (2, 7), (3, 6), (3, 7), (4, 6), (5, 7), (6, 7)]"
4682,8,"[(0, 3), (0, 6), (0, 7), (1, 4), (1, 6), (1, 7), (2, 5), (2, 6), (2, 7), (3, 6), (3, 7), (4, 6), (4, 7)]"
4683,8,"[(0, 3), (0, 6), (0, 7), (1, 4), (1, 6), (1, 7), (2, 5), (2, 6), (2, 7), (3, 6), (3, 7), (4, 6), (4, 7), (6, 7)]"
4684,8,"[(0, 3), (0, 6), (0, 7), (1, 4), (1, 6), (1, 7), (2, 5), (2, 6), (2, 7), (3, 6), (3, 7), (4, 6), (4, 7), (5, 7)]"
4685,8,"[(0, 3), (0, 6), (0, 7), (1, 4), (1, 6), (1, 7), (2, 5), (2, 6), (2, 7), (3, 6), (3, 7), (4, 6), (4, 7), (5, 7), (6, 7)]"
4686,8,"[(0, 3), (0, 6), (0, 7), (1, 4), (1, 6), (1, 7), (2, 5), (2, 6), (2, 7), (3, 6), (3, 7), (4, 6), (4, 7), (5, 6), (5, 7)]"
4687,8,"[(0, 3), (0, 6), (0, 7), (1, 4), (1, 6), (1, 7), (2, 5), (2, 6), (2, 7), (3, 6), (3, 7), (4, 6), (4, 7), (5, 6), (5, 7), (6, 7)]"
4688,8,"[(0, 3), (0, 5), (0, 7), (1, 4), (1, 6), (1, 7), (2, 7), (3, 5), (4, 6)]"
4689,8,"[(0, 3), (0, 5), (0, 7), (1, 4), (1, 6), (1, 7), (2, 7), (3, 5), (3, 7), (4, 6)]"
4690,8,"[(0, 3), (0, 5), (0, 7), (1, 4), (1, 6), (1, 7), (2, 7), (3, 5), (3, 7), (4, 6), (5, 7)]"
4691,8,"[(0, 3), (0, 5), (0, 7), (1, 4), (1, 6), (1, 7), (2, 7), (3, 5), (3, 7), (4, 6), (4, 7)]"
4692,8,"[(0, 3), (0, 5), (0, 7), (1, 4), (1, 6), (1, 7), (2, 7), (3, 5), (3, 7), (4, 6), (4, 7), (5, 7)]"
4693,8,"[(0, 3), (0, 5), (0, 7), (1, 4), (1, 6), (1, 7), (2, 7), (3, 5), (3, 7), (4, 6), (4, 7), (5, 7), (6, 7)]"
4694,8,"[(0, 3), (0, 5), (0, 7), (1, 4), (1, 6), (2, 6), (2, 7), (3, 5), (4, 7)]"
4695,8,"[(0, 3), (0, 5), (0, 7), (1, 4), (1, 6), (2, 6), (2, 7), (3, 5), (3, 7)]"
4696,8,"[(0, 3), (0, 5), (0, 7), (1, 4), (1, 6), (2, 6), (2, 7), (3, 5), (3, 7), (5, 7)]"
4697,8,"[(0, 3), (0, 5), (0, 7), (1, 4), (1, 6), (2, 6), (2, 7), (3, 5), (3, 7), (4, 7)]"
4698,8,"[(0, 3), (0, 5), (0, 7), (1, 4), (1, 6), (2, 6), (2, 7), (3, 5), (3, 7), (4, 7), (5, 7)]"
4699,8,"[(0, 3), (0, 5), (0, 7), (1, 4), (1, 6), (1, 7), (2, 6), (3, 5), (6, 7)]"
4700,8,"[(0, 3), (0, 5), (0, 7), (1, 4), (1, 6), (1, 7), (2, 6), (3, 5), (4, 7)]"
